origin,type,censored
https://github.com/Yelp/elastalert,git,1
https://pypi.org/project/twilio/,pypi,1
https://github.com/tkipf/gcn,git,0
https://github.com/jpadilla/pyjwt,git,1
https://pypi.org/project/azure-keyvault-secrets/,pypi,1
https://github.com/donnemartin/system-design-primer,git,1
https://github.com/princewen/tensorflow_practice,git,0
https://pypi.org/project/tqdm/,pypi,1
https://github.com/offu/WeRoBot,git,0
https://github.com/yahoo/TensorFlowOnSpark,git,1
https://gitlab.com/frague59/da2i.git,git,0
https://github.com/soumith/convnet-benchmarks,git,0
https://pypi.org/project/protobuf/,pypi,1
https://pypi.org/project/regex/,pypi,1
deb://Debian/packages/expeyes,deb,1
https://github.com/OctoPrint/OctoPrint,git,1
https://github.com/Guake/guake,git,1
https://github.com/Bitmessage/PyBitmessage,git,1
https://pypi.org/project/msrest/,pypi,1
https://github.com/SublimeText-Markdown/MarkdownEditing,git,0
https://github.com/gpuweb/gpuweb,git,1
https://github.com/ehForwarderBot/ehForwarderBot,git,0
https://pypi.org/project/msrestazure/,pypi,0
https://github.com/joblib/joblib,git,1
https://github.com/SpiderLabs/Responder,git,0
https://github.com/yahoo/open_nsfw,git,0
https://pypi.org/project/great-expectations/,pypi,1
https://gitlab.com/Screwtapello/bdflib.git,git,0
https://github.com/robotframework/robotframework,git,1
https://github.com/tornadoweb/tornado,git,1
https://github.com/mopidy/mopidy,git,1
https://github.com/insanum/gcalcli,git,1
https://gitlab.com/ideasman42/blender-mathutils.git,git,0
https://gitlab.com/sigmavirus24/toolbelt.git,git,0
https://github.com/FederatedAI/FATE,git,1
https://github.com/tensortrade-org/tensortrade,git,1
https://github.com/cornellius-gp/gpytorch,git,0
deb://Debian/packages/bpython,deb,1
deb://Debian/packages/python-crcmod,deb,0
https://pypi.org/project/docker-compose/,pypi,1
https://pypi.org/project/gast/,pypi,1
https://gitlab.com/cerfacs/arnica.git,git,0
deb://Debian/packages/testrepository,deb,0
https://pypi.org/project/ppft/,pypi,1
deb://Debian/packages/python-apptools,deb,1
https://github.com/chrippa/livestreamer,git,0
https://github.com/xonsh/xonsh,git,1
https://github.com/clips/pattern,git,1
https://github.com/Tribler/tribler,git,1
https://github.com/AlessandroZ/LaZagne,git,1
https://pypi.org/project/marshmallow/,pypi,1
https://github.com/voila-dashboards/voila,git,1
https://pypi.org/project/wget/,pypi,0
https://pypi.org/project/azure-mgmt-authorization/,pypi,1
deb://Debian/packages/autojump,deb,0
https://github.com/spulec/moto,git,1
https://github.com/TheRook/subbrute,git,0
https://github.com/byt3bl33d3r/CrackMapExec,git,1
https://pypi.org/project/google-cloud-datastore/,pypi,1
https://github.com/facebookresearch/DrQA,git,1
https://github.com/plotly/dash,git,1
https://github.com/pytoolz/toolz,git,1
https://github.com/donnemartin/interactive-coding-challenges,git,1
https://pypi.org/project/Flask-WTF/,pypi,1
deb://Debian/packages/debsecan,deb,1
deb://Debian/packages/python-manilaclient,deb,1
https://github.com/iperov/DeepFaceLab,git,1
deb://Debian/packages/tryton-modules-currency,deb,1
https://github.com/Suor/funcy,git,1
https://pypi.org/project/heroku3/,pypi,1
https://pypi.org/project/pandocfilters/,pypi,1
https://github.com/hellerve/programming-talks,git,1
https://gitlab.com/m2crypto/m2crypto.git,git,1
https://github.com/WZMIAOMIAO/deep-learning-for-image-processing,git,1
https://pypi.org/project/azure-mgmt-web/,pypi,1
https://pypi.org/project/scikit-image/,pypi,1
https://pypi.org/project/amqp/,pypi,1
https://pypi.org/project/Flask/,pypi,1
deb://Debian/packages/mayavi2,deb,1
https://pypi.org/project/ipywidgets/,pypi,0
deb://Debian/packages/open-vm-tools,deb,1
https://gitlab.com/zlax/sshch.git,git,0
https://pypi.org/project/fysom/,pypi,0
deb://Debian/packages/python-keystonemiddleware,deb,1
https://pypi.org/project/Flask-Compress/,pypi,1
https://pypi.org/project/pyee/,pypi,1
https://github.com/hwalsuklee/tensorflow-generative-model-collections,git,0
deb://Debian/packages/osc,deb,1
deb://Debian/packages/wajig,deb,0
https://pypi.org/project/findspark/,pypi,1
deb://Debian/packages/tryton-modules-product-classification,deb,1
https://pypi.org/project/Fiona/,pypi,1
https://pypi.org/project/sphinx-rtd-theme/,pypi,1
https://gitlab.com/granitosaurus/minds-api.git,git,0
https://pypi.org/project/google-cloud-vision/,pypi,1
https://github.com/floydhub/dl-docker,git,0
https://pypi.org/project/opencensus-ext-azure/,pypi,1
https://pypi.org/project/grpcio-tools/,pypi,1
deb://Debian/packages/python-systemd,deb,0
https://pypi.org/project/fastparquet/,pypi,1
https://pypi.org/project/nodeenv/,pypi,1
https://pypi.org/project/Flask-Cors/,pypi,1
https://pypi.org/project/termcolor/,pypi,0
https://github.com/Hironsan/BossSensor,git,0
https://pypi.org/project/cffi/,pypi,1
https://pypi.org/project/asn1crypto/,pypi,1
https://pypi.org/project/pyasn1/,pypi,0
https://pypi.org/project/preshed/,pypi,1
deb://Debian/packages/eyed3,deb,1
https://pypi.org/project/PyNaCl/,pypi,1
https://pypi.org/project/zeroconf/,pypi,1
https://pypi.org/project/pre-commit/,pypi,1
https://pypi.org/project/gevent/,pypi,1
https://pypi.org/project/bitstring/,pypi,1
https://pypi.org/project/jsonpickle/,pypi,1
https://pypi.org/project/graphql-core/,pypi,1
https://pypi.org/project/azure-storage-file/,pypi,0
https://pypi.org/project/google-cloud-core/,pypi,1
https://pypi.org/project/scipy/,pypi,1
deb://Debian/packages/imgsizer,deb,0
https://pypi.org/project/setuptools-git/,pypi,0
https://pypi.org/project/pyflakes/,pypi,1
https://pypi.org/project/msal-extensions/,pypi,1
https://pypi.org/project/azure-common/,pypi,1
https://pypi.org/project/pox/,pypi,1
https://pypi.org/project/snowflake-connector-python/,pypi,1
deb://Debian/packages/fiona,deb,1
deb://Debian/packages/psychopy,deb,1
deb://Debian/packages/urlscan,deb,1
https://pypi.org/project/apache-beam/,pypi,1
https://pypi.org/project/ndg-httpsclient/,pypi,0
deb://Debian/packages/python-apsw,deb,1
deb://Debian/packages/python-oslo.concurrency,deb,1
deb://Debian/packages/python-pip,deb,1
deb://Debian/packages/pycsw,deb,1
https://gitlab.com/tractor-team/carburetor.git,git,1
deb://Debian/packages/grass,deb,1
deb://Debian/packages/tryton-modules-stock-inventory-location,deb,1
https://pypi.org/project/grpcio-status/,pypi,1
https://pypi.org/project/pep517/,pypi,1
deb://Debian/packages/python-coverage,deb,1
deb://Debian/packages/python-oslo.db,deb,1
https://pypi.org/project/filelock/,pypi,0
https://pypi.org/project/azure-storage-queue/,pypi,1
https://pypi.org/project/python-jenkins/,pypi,1
deb://Debian/packages/django-testproject,deb,0
deb://Debian/packages/unoconv,deb,0
deb://Debian/packages/python-requests-mock,deb,1
https://pypi.org/project/yq/,pypi,1
deb://Debian/packages/plasmidomics,deb,1
https://pypi.org/project/snowflake-sqlalchemy/,pypi,1
https://pypi.org/project/cached-property/,pypi,0
https://pypi.org/project/plumbum/,pypi,1
deb://Debian/packages/lybniz,deb,1
https://pypi.org/project/knack/,pypi,0
https://pypi.org/project/logzio-python-handler/,pypi,1
https://pypi.org/project/seaborn/,pypi,1
https://pypi.org/project/parameterized/,pypi,1
https://github.com/junyanz/iGAN,git,1
deb://Debian/packages/bkchem,deb,0
https://pypi.org/project/factory-boy/,pypi,1
https://github.com/fighting41love/funNLP,git,1
https://pypi.org/project/azure-servicebus/,pypi,1
deb://Debian/packages/python-xstatic-roboto-fontface,deb,0
https://gitlab.com/ricvelozo/scripts.git,git,0
https://pypi.org/project/semver/,pypi,1
deb://Debian/packages/pitivi,deb,1
https://pypi.org/project/jsondiff/,pypi,0
https://pypi.org/project/oauth2client/,pypi,0
deb://Debian/packages/python-statsd,deb,0
deb://Debian/packages/python-cobra,deb,1
deb://Debian/packages/python-xlib,deb,1
https://pypi.org/project/oslo.serialization/,pypi,1
deb://Debian/packages/xdot,deb,1
https://pypi.org/project/hiredis/,pypi,1
deb://Debian/packages/gpxviewer,deb,1
https://github.com/yandex/gixy,git,1
https://pypi.org/project/pycpfcnpj/,pypi,0
https://github.com/Kyubyong/transformer,git,1
deb://Debian/packages/cappuccino,deb,0
https://pypi.org/project/snowballstemmer/,pypi,0
deb://Debian/packages/python-stetl,deb,1
deb://Debian/packages/subunit,deb,1
https://pypi.org/project/jsonpointer/,pypi,0
deb://Debian/packages/veusz,deb,1
deb://Debian/packages/python-pysaml2,deb,1
https://pypi.org/project/alabaster/,pypi,0
deb://Debian/packages/python-monotonic,deb,0
https://pypi.org/project/holidays/,pypi,1
deb://Debian/packages/python-cligj,deb,1
https://pypi.org/project/tableauserverclient/,pypi,1
https://pypi.org/project/singledispatch/,pypi,0
deb://Debian/packages/i18nspector,deb,1
deb://Debian/packages/python-pygraphviz,deb,1
https://pypi.org/project/pyproj/,pypi,1
https://pypi.org/project/pickleshare/,pypi,0
deb://Debian/packages/gambc,deb,0
https://pypi.org/project/marshmallow-sqlalchemy/,pypi,1
deb://Debian/packages/python-oslo.context,deb,1
deb://Debian/packages/virt-what,deb,0
https://pypi.org/project/json5/,pypi,1
https://pypi.org/project/ipdb/,pypi,1
deb://Debian/packages/drbdlinks,deb,0
https://pypi.org/project/execnet/,pypi,0
https://pypi.org/project/google-cloud-trace/,pypi,1
https://pypi.org/project/marshmallow-enum/,pypi,0
https://pypi.org/project/azure-mgmt-reservations/,pypi,1
deb://Debian/packages/eric,deb,1
deb://Debian/packages/python-ldap,deb,1
https://pypi.org/project/JSON-log-formatter/,pypi,1
https://pypi.org/project/black/,pypi,1
https://pypi.org/project/colour/,pypi,0
deb://Debian/packages/debomatic,deb,0
deb://Debian/packages/gwakeonlan,deb,0
deb://Debian/packages/python-sphinxcontrib.plantuml,deb,0
https://pypi.org/project/azure-mgmt-datalake-analytics/,pypi,0
deb://Debian/packages/spyder,deb,1
deb://Debian/packages/pywps,deb,1
https://pypi.org/project/bandit/,pypi,0
https://pypi.org/project/mmh3/,pypi,0
deb://Debian/packages/pssh,deb,1
deb://Debian/packages/python-sure,deb,0
https://pypi.org/project/argparse/,pypi,0
deb://Debian/packages/python-glanceclient,deb,1
deb://Debian/packages/tortoisehg,deb,1
https://pypi.org/project/maxminddb/,pypi,1
https://pypi.org/project/thrift/,pypi,0
deb://Debian/packages/python-memcache,deb,1
https://pypi.org/project/pytest-timeout/,pypi,1
https://pypi.org/project/distlib/,pypi,1
deb://Debian/packages/python-fastimport,deb,0
https://pypi.org/project/psycopg2-binary/,pypi,1
deb://Debian/packages/tryton-modules-carrier-percentage,deb,1
deb://Debian/packages/anki,deb,1
deb://Debian/packages/tryton-modules-sale,deb,1
https://pypi.org/project/hyperframe/,pypi,0
deb://Debian/packages/seahorse-adventures,deb,0
deb://Debian/packages/python-cliff,deb,1
deb://Debian/packages/tryton-modules-project-invoice,deb,1
deb://Debian/packages/loook,deb,0
https://pypi.org/project/openapi-spec-validator/,pypi,1
deb://Debian/packages/gaupol,deb,1
deb://Debian/packages/tryton-modules-account-payment-sepa,deb,1
https://pypi.org/project/loguru/,pypi,1
deb://Debian/packages/python-rjsmin,deb,0
https://gitlab.com/diegogangl/reflow.git,git,0
https://pypi.org/project/colorama/,pypi,1
https://pypi.org/project/tensorflow-probability/,pypi,0
deb://Debian/packages/python-glance-store,deb,1
https://pypi.org/project/iniconfig/,pypi,1
https://gitlab.com/jenx/import-batteries-talk.git,git,0
https://pypi.org/project/flask-swagger/,pypi,0
deb://Debian/packages/python-iniparse,deb,0
deb://Debian/packages/python-stdnum,deb,1
deb://Debian/packages/python-bashate,deb,1
deb://Debian/packages/python-rcssmin,deb,0
https://pypi.org/project/coreschema/,pypi,0
deb://Debian/packages/tryton-modules-timesheet,deb,1
deb://Debian/packages/python-heatclient,deb,1
deb://Debian/packages/python-amqp,deb,1
deb://Debian/packages/tryton-modules-purchase-shipment-cost,deb,1
deb://Debian/packages/debdelta,deb,0
https://gitlab.com/nobodyinperson/python3-simbuto.git,git,0
deb://Debian/packages/python-oslo.cache,deb,1
https://pypi.org/project/watchdog/,pypi,1
https://pypi.org/project/webencodings/,pypi,0
deb://Debian/packages/python-xstatic-bootstrap-scss,deb,0
deb://Debian/packages/python-gear,deb,0
deb://Debian/packages/pius,deb,1
deb://Debian/packages/gimp-plugin-registry,deb,1
deb://Debian/packages/python-xstatic-jquery,deb,0
deb://Debian/packages/packagekit,deb,1
deb://Debian/packages/unicode,deb,0
deb://Debian/packages/python-geojson,deb,1
deb://Debian/packages/yokadi,deb,1
deb://Debian/packages/fonttools,deb,1
deb://Debian/packages/treeline,deb,0
deb://Debian/packages/python-affine,deb,1
deb://Debian/packages/xen-tools,deb,0
deb://Debian/packages/galternatives,deb,1
deb://Debian/packages/python-yenc,deb,1
https://pypi.org/project/azure-mgmt-subscription/,pypi,1
deb://Debian/packages/python-retrying,deb,0
deb://Debian/packages/terminator,deb,1
deb://Debian/packages/screenkey,deb,1
https://pypi.org/project/resolvelib/,pypi,1
deb://Debian/packages/apt-clone,deb,1
deb://Debian/packages/python-pint,deb,1
deb://Debian/packages/apt-forktracer,deb,0
https://pypi.org/project/hyperopt/,pypi,1
deb://Debian/packages/yapps2,deb,0
https://pypi.org/project/databricks-api/,pypi,1
deb://Debian/packages/python-fasteners,deb,0
deb://Debian/packages/tryton-modules-analytic-account,deb,1
deb://Debian/packages/epigrass,deb,1
https://pypi.org/project/cymem/,pypi,1
deb://Debian/packages/lptools,deb,1
https://pypi.org/project/azure-mgmt-iothub/,pypi,1
https://pypi.org/project/mccabe/,pypi,0
deb://Debian/packages/python-futurist,deb,1
deb://Debian/packages/tryton-modules-stock-lot,deb,1
https://pypi.org/project/ruamel.yaml.clib/,pypi,1
deb://Debian/packages/python-proboscis,deb,0
deb://Debian/packages/tryton-modules-account-payment-sepa-cfonb,deb,1
deb://Debian/packages/python-rtree,deb,1
deb://Debian/packages/git-phab,deb,0
deb://Debian/packages/rdiff-backup,deb,1
https://pypi.org/project/bz2file/,pypi,0
https://pypi.org/project/prison/,pypi,1
deb://Debian/packages/svgtune,deb,1
deb://Debian/packages/python-utmp,deb,0
deb://Debian/packages/python-pysnmp4-mibs,deb,1
deb://Debian/packages/gtranscribe,deb,1
https://pypi.org/project/toposort/,pypi,0
deb://Debian/packages/python-seamicroclient,deb,1
deb://Debian/packages/weather-util,deb,1
deb://Debian/packages/dhcpy6d,deb,0
https://gitlab.com/e271/mcat.git,git,0
deb://Debian/packages/python-xstatic-angular-lrdragndrop,deb,0
deb://Debian/packages/pyroman,deb,1
deb://Debian/packages/tryton-modules-party-siret,deb,1
https://pypi.org/project/google-crc32c/,pypi,1
https://github.com/locustio/locust,git,1
https://github.com/coleifer/huey,git,1
https://gitlab.com/becheran/pysg.git,git,1
https://github.com/google/trax,git,1
https://gitlab.com/bgez/demos/BGEz_LandGen.git,git,0
https://github.com/microsoft/DeepSpeed,git,1
https://github.com/coleifer/peewee,git,1
https://github.com/weskerfoot/DeleteFB,git,1
https://pypi.org/project/azure-mgmt-datalake-store/,pypi,1
deb://Debian/packages/python-aodhclient,deb,1
https://pypi.org/project/thrift-sasl/,pypi,1
https://pypi.org/project/multidict/,pypi,1
https://github.com/rougier/numpy-100,git,1
https://github.com/lyst/lightfm,git,1
https://pypi.org/project/pytest/,pypi,1
https://pypi.org/project/widgetsnbextension/,pypi,1
https://pypi.org/project/twine/,pypi,1
deb://Debian/packages/python-openstackdocstheme,deb,0
https://github.com/trailofbits/manticore,git,1
https://github.com/pyinstaller/pyinstaller,git,1
https://pypi.org/project/Flask-AppBuilder/,pypi,1
https://github.com/tensorpack/tensorpack,git,1
https://github.com/oreilly-japan/deep-learning-from-scratch,git,1
https://github.com/taobao/nginx-book,git,0
https://github.com/brightmart/text_classification,git,0
https://github.com/3b1b/manim,git,1
https://gitlab.com/thecorpora/QBO.git,git,0
https://pypi.org/project/parso/,pypi,1
https://pypi.org/project/azure-mgmt-batch/,pypi,1
https://github.com/HJLebbink/asm-dude,git,0
https://github.com/modin-project/modin,git,1
https://github.com/Tencent/FaceDetection-DSFD,git,1
https://github.com/nabla-c0d3/sslyze,git,1
https://pypi.org/project/psutil/,pypi,1
https://github.com/cirosantilli/linux-kernel-module-cheat,git,1
https://gitlab.com/noppo/gevent-websocket.git,git,0
https://github.com/hellysmile/fake-useragent,git,0
https://pypi.org/project/imageio/,pypi,1
https://pypi.org/project/avro/,pypi,1
https://pypi.org/project/proto-plus/,pypi,1
https://pypi.org/project/starlette/,pypi,1
https://github.com/openstack/nova,git,1
https://pypi.org/project/hypothesis/,pypi,1
https://github.com/ijl/orjson,git,1
https://github.com/skorokithakis/catt,git,1
https://pypi.org/project/pytest-mock/,pypi,1
https://pypi.org/project/ipython/,pypi,1
deb://Debian/packages/tryton-modules-account-stock-anglo-saxon,deb,1
https://pypi.org/project/ec2-metadata/,pypi,1
https://pypi.org/project/XlsxWriter/,pypi,1
https://github.com/jmcnamara/XlsxWriter,git,1
https://github.com/mitmproxy/mitmproxy,git,1
https://github.com/mahyarnajibi/SNIPER,git,0
https://github.com/andialbrecht/sqlparse,git,1
https://github.com/baowenbo/DAIN,git,1
https://github.com/welliamcao/OpsManage,git,1
https://github.com/bokeh/bokeh,git,1
https://github.com/StevenBlack/hosts,git,1
https://pypi.org/project/nltk/,pypi,1
https://github.com/numpy/numpy,git,1
https://github.com/PrefectHQ/prefect,git,1
https://gitlab.com/Fahmi.Salleh/venvtools.git,git,0
https://pypi.org/project/aiohttp/,pypi,1
deb://Debian/packages/pycode-browser,deb,0
https://pypi.org/project/pika/,pypi,0
https://github.com/cool-RR/PySnooper,git,1
https://pypi.org/project/azure-datalake-store/,pypi,1
https://gitlab.com/gvallverdu/cours-python.git,git,0
https://pypi.org/project/Werkzeug/,pypi,1
https://pypi.org/project/docker/,pypi,1
https://github.com/ipython/ipython,git,1
https://github.com/jazzband/django-debug-toolbar,git,1
https://pypi.org/project/zeep/,pypi,1
https://github.com/eriklindernoren/Keras-GAN,git,0
deb://Debian/packages/tempest,deb,1
https://pypi.org/project/featuretools/,pypi,1
https://github.com/freqtrade/freqtrade,git,0
https://github.com/benoitc/gunicorn,git,1
https://pypi.org/project/basictracer/,pypi,0
https://github.com/jazzband/django-taggit,git,1
https://github.com/openai/glow,git,1
deb://Debian/packages/gnome-music,deb,1
https://github.com/django-tastypie/django-tastypie,git,1
https://pypi.org/project/jupyter-client/,pypi,1
https://github.com/bitsadmin/wesng,git,1
https://gitlab.com/r4rdsn/mafia_host_bot.git,git,1
https://github.com/jisungk/deepjazz,git,0
https://github.com/pyqtgraph/pyqtgraph,git,1
https://github.com/evilsocket/opensnitch,git,1
https://github.com/WeblateOrg/weblate,git,0
https://github.com/python-openxml/python-docx,git,0
https://github.com/openvinotoolkit/open_model_zoo,git,1
https://gitlab.com/MTIpython/MTIpython.git,git,0
https://pypi.org/project/stripe/,pypi,1
https://github.com/encode/apistar,git,1
https://gitlab.com/nicofirst1/MotionBot.git,git,0
https://github.com/feast-dev/feast,git,1
https://gitlab.com/ldo/qahirah.git,git,1
https://github.com/junyanz/pytorch-CycleGAN-and-pix2pix,git,1
https://github.com/neozhaoliang/pywonderland,git,1
https://pypi.org/project/Sphinx/,pypi,1
https://gitlab.com/GNULand/TraktorPlus/Traktor.git,git,0
https://github.com/madmaze/pytesseract,git,1
https://pypi.org/project/pystan/,pypi,1
https://github.com/falconry/falcon,git,1
https://github.com/ethereum/web3.py,git,0
https://pypi.org/project/kombu/,pypi,1
https://pypi.org/project/GitPython/,pypi,1
https://github.com/pytransitions/transitions,git,1
https://pypi.org/project/lark-parser/,pypi,1
https://github.com/lk-geimfari/awesomo,git,0
https://github.com/xchaoinfo/fuck-login,git,0
https://github.com/qutebrowser/qutebrowser,git,0
https://github.com/hhatto/autopep8,git,1
https://github.com/jazzband/tablib,git,1
https://pypi.org/project/jsonpatch/,pypi,1
https://github.com/donnemartin/gitsome,git,0
https://github.com/ultralytics/yolov3,git,1
https://github.com/keithito/tacotron,git,1
deb://Debian/packages/zeroinstall-injector,deb,1
https://pypi.org/project/Markdown/,pypi,1
https://gitlab.com/EAVISE/brambox.git,git,1
https://github.com/boto/boto,git,0
https://github.com/kennethreitz/records,git,0
deb://Debian/packages/python-tz,deb,1
https://gitlab.com/ColoradoSchoolOfMines/visplay.git,git,1
https://gitlab.com/open-geotechnical/ogt-py.git,git,0
https://pypi.org/project/tzlocal/,pypi,1
https://gitlab.com/Screwtapello/python-bps.git,git,0
deb://Debian/packages/lavacli,deb,1
https://pypi.org/project/slackclient/,pypi,1
https://pypi.org/project/hdfs/,pypi,0
https://github.com/mozillazg/python-pinyin,git,1
https://pypi.org/project/pytest-rerunfailures/,pypi,1
https://github.com/apache/airflow,git,1
https://github.com/testerSunshine/12306,git,1
https://github.com/edgedb/edgedb,git,1
https://github.com/metabrainz/picard,git,1
https://gitlab.com/pycqa/flake8.git,git,1
https://pypi.org/project/natsort/,pypi,1
https://github.com/Kr1s77/awesome-python-login-model,git,0
https://pypi.org/project/mutagen/,pypi,1
https://github.com/coursera-dl/coursera-dl,git,1
https://gitlab.com/fumail/fuglu.git,git,1
https://github.com/apachecn/AiLearning,git,0
https://github.com/threat9/routersploit,git,0
https://gitlab.com/dansanti/facturacion_electronica.git,git,1
https://gitlab.com/zef1r/mockify.git,git,1
https://github.com/InsaneLife/ChineseNLPCorpus,git,0
https://github.com/fmfn/BayesianOptimization,git,1
https://github.com/fail2ban/fail2ban,git,1
https://github.com/google/python-fire,git,1
https://github.com/facebookresearch/Detectron,git,1
https://pypi.org/project/fonttools/,pypi,1
https://github.com/gevent/gevent,git,1
https://github.com/trustedsec/ptf,git,1
https://github.com/uber/causalml,git,1
https://github.com/schollz/howmanypeoplearearound,git,1
https://pypi.org/project/Flask-SocketIO/,pypi,1
https://pypi.org/project/pybind11/,pypi,1
https://github.com/SirVer/ultisnips,git,1
https://github.com/encode/starlette,git,1
https://gitlab.com/compiz/ccsm.git,git,0
https://github.com/tkarras/progressive_growing_of_gans,git,0
https://gitlab.com/hesafredrika/server.git,git,0
https://pypi.org/project/cssselect/,pypi,0
https://gitlab.com/zaber-core-libs/core-python.git,git,0
https://pypi.org/project/pip-tools/,pypi,1
https://pypi.org/project/httptools/,pypi,1
https://pypi.org/project/poetry/,pypi,1
https://pypi.org/project/h2/,pypi,1
https://github.com/jackzhenguo/python-small-examples,git,1
deb://Debian/packages/buildbot,deb,1
https://pypi.org/project/pytest-django/,pypi,1
https://pypi.org/project/oslo.utils/,pypi,1
https://pypi.org/project/yarl/,pypi,1
deb://Debian/packages/tryton-modules-product-cost-history,deb,1
https://pypi.org/project/azure-cli-core/,pypi,1
https://pypi.org/project/watchtower/,pypi,1
https://pypi.org/project/keystoneauth1/,pypi,1
https://pypi.org/project/facebook-business/,pypi,1
https://pypi.org/project/tokenizers/,pypi,1
https://pypi.org/project/python-daemon/,pypi,0
https://pypi.org/project/gspread/,pypi,1
https://pypi.org/project/python-gnupg/,pypi,1
https://pypi.org/project/bottle/,pypi,1
https://pypi.org/project/eli5/,pypi,0
https://pypi.org/project/azure-storage-file-datalake/,pypi,1
https://pypi.org/project/pendulum/,pypi,1
https://pypi.org/project/aws-sam-translator/,pypi,1
https://gitlab.com/bradwood/pyclibase.git,git,0
deb://Debian/packages/impressive,deb,1
https://pypi.org/project/python-http-client/,pypi,1
https://pypi.org/project/autograd/,pypi,0
https://pypi.org/project/pyOpenSSL/,pypi,1
https://pypi.org/project/terminaltables/,pypi,0
https://github.com/kylemcdonald/FreeWifi,git,0
https://pypi.org/project/azure-mgmt-eventgrid/,pypi,1
https://github.com/wangshub/Douyin-Bot,git,1
https://pypi.org/project/hvac/,pypi,1
https://pypi.org/project/six/,pypi,1
https://pypi.org/project/commonmark/,pypi,0
https://pypi.org/project/joblib/,pypi,1
https://pypi.org/project/azure-mgmt-notificationhubs/,pypi,1
https://github.com/hardikvasa/google-images-download,git,0
https://pypi.org/project/Jinja2/,pypi,1
https://pypi.org/project/azure/,pypi,1
https://github.com/lijiejie/subDomainsBrute,git,0
https://gitlab.com/raioramalho/bssidfinder.git,git,0
https://pypi.org/project/pyserial/,pypi,1
https://github.com/miloyip/game-programmer,git,0
deb://Debian/packages/python-requestsexceptions,deb,0
