host_type,censored,duration_months,high_rev_freq,multi_repo,high_author_count
pypi,0,105,False,False,False
pypi,1,157,False,False,False
pypi,1,137,False,False,False
pypi,1,97,False,False,False
pypi,1,80,False,False,False
pypi,0,108,False,False,False
pypi,0,69,False,False,False
pypi,1,36,False,False,False
pypi,1,30,False,False,False
pypi,1,1,False,False,False
pypi,0,74,False,False,False
pypi,1,96,False,False,False
pypi,1,76,False,False,False
pypi,0,31,False,False,False
pypi,1,40,False,False,False
pypi,1,127,False,True,False
pypi,1,123,False,False,False
pypi,1,120,False,False,False
pypi,1,129,False,False,False
pypi,0,49,False,False,False
pypi,1,72,False,True,False
pypi,1,124,False,True,False
pypi,1,38,False,False,False
pypi,0,31,False,False,False
pypi,1,24,False,False,False
pypi,1,47,False,False,False
pypi,0,23,False,False,False
pypi,0,106,False,False,False
pypi,1,134,False,True,False
pypi,1,17,False,False,False
pypi,1,43,False,False,False
pypi,1,58,False,False,False
pypi,1,37,False,False,False
pypi,1,43,False,False,False
pypi,1,47,False,False,False
pypi,1,36,False,False,False
pypi,1,25,False,False,False
pypi,0,109,False,False,False
pypi,1,86,False,True,False
pypi,1,117,False,False,False
pypi,1,122,False,True,False
pypi,1,20,False,False,False
pypi,1,110,False,False,False
pypi,1,114,False,False,False
pypi,1,57,False,False,False
pypi,0,90,False,False,False
pypi,1,34,False,False,False
pypi,0,65,False,False,False
pypi,1,42,False,False,False
pypi,1,25,False,False,False
pypi,1,41,False,False,False
pypi,1,56,False,False,False
pypi,1,37,False,False,False
pypi,1,26,False,False,False
pypi,1,36,False,False,False
deb,1,32,False,False,False
deb,1,85,False,False,False
deb,1,85,False,False,False
git,1,180,True,False,True
git,1,51,False,False,True
git,0,14,False,False,False
git,1,105,False,False,True
pypi,1,25,False,False,False
pypi,0,1,True,False,False
deb,0,86,False,False,False
deb,1,86,False,False,False
deb,1,80,False,False,False
deb,1,36,False,False,False
deb,1,121,False,False,False
deb,1,127,False,False,False
deb,0,89,False,False,False
deb,1,47,False,False,False
deb,0,59,False,False,False
deb,1,62,False,False,False
deb,0,72,False,False,False
deb,0,38,False,False,False
deb,1,41,False,False,False
deb,1,93,False,False,False
deb,1,61,False,False,False
deb,1,91,False,False,False
deb,1,90,False,False,False
deb,1,86,False,False,False
git,1,45,True,False,True
git,0,45,False,False,False
git,0,30,False,False,False
git,1,35,False,False,False
git,0,68,False,False,False
git,1,52,True,False,True
git,0,7,False,False,False
git,1,66,False,False,True
git,0,98,True,False,True
git,1,160,True,True,True
git,1,83,False,False,False
git,1,125,True,False,True
git,1,140,True,False,True
git,0,32,False,False,True
git,1,82,False,False,True
git,0,20,False,False,False
git,0,1,True,False,False
git,0,2,True,False,False
git,0,66,True,False,True
pypi,1,66,False,False,False
pypi,1,140,False,False,False
pypi,0,60,False,False,False
pypi,1,14,False,False,False
pypi,1,15,False,False,False
pypi,1,22,False,False,False
pypi,1,126,False,False,False
pypi,0,56,False,False,False
pypi,1,62,False,False,False
pypi,1,124,False,False,False
pypi,1,38,False,False,False
pypi,1,44,False,False,False
pypi,1,87,False,False,False
pypi,0,6,False,False,False
pypi,1,124,False,False,False
pypi,0,76,False,False,False
pypi,1,135,False,False,False
pypi,1,44,False,False,False
pypi,1,70,False,True,False
pypi,0,5,False,False,False
pypi,1,22,False,False,False
pypi,0,52,False,False,False
deb,1,137,False,False,False
git,1,159,True,True,True
git,1,3,True,False,True
git,0,62,False,False,True
git,1,140,True,False,True
pypi,1,85,False,False,False
pypi,1,24,False,False,False
pypi,1,37,False,False,False
pypi,1,19,False,False,False
pypi,1,48,False,False,False
pypi,1,48,False,False,False
deb,1,93,False,False,False
deb,1,95,False,True,False
deb,0,57,False,False,False
deb,1,1,False,False,False
deb,1,93,False,False,False
deb,1,91,False,False,False
deb,0,39,False,False,False
git,1,13,False,False,False
git,0,84,False,False,True
git,1,67,True,False,True
git,1,100,False,False,True
git,1,179,True,True,True
git,0,65,True,False,True
git,0,22,True,False,True
git,0,17,False,False,False
git,0,32,False,False,False
git,1,113,False,False,True
git,1,20,False,False,True
git,0,41,False,False,False
git,1,56,False,False,False
git,0,1,False,False,False
git,0,16,False,False,False
pypi,1,97,False,True,False
pypi,0,54,False,False,False
pypi,0,87,False,False,False
pypi,1,39,False,False,False
pypi,1,11,False,False,False
pypi,1,40,False,False,False
pypi,1,81,False,False,False
pypi,0,34,False,False,False
pypi,1,85,False,False,False
pypi,1,155,False,False,False
deb,1,47,False,False,False
deb,0,97,False,False,False
deb,0,147,False,False,False
deb,1,63,False,True,False
deb,1,100,False,False,False
deb,0,68,False,False,False
deb,1,64,False,False,False
deb,1,77,False,False,False
deb,1,87,False,False,False
git,0,22,False,False,False
git,1,29,False,False,True
git,1,117,False,False,True
git,1,33,False,False,False
git,1,33,False,False,True
git,1,180,True,False,True
git,0,35,False,False,True
pypi,1,95,False,False,False
pypi,1,24,False,False,False
pypi,1,128,False,False,False
pypi,1,13,False,False,False
pypi,0,28,False,False,False
pypi,1,165,False,False,False
pypi,1,21,False,False,False
pypi,0,58,False,False,False
pypi,0,25,False,False,False
pypi,1,84,False,False,False
pypi,1,66,False,False,False
deb,1,33,False,False,False
deb,0,67,False,False,False
deb,1,64,False,False,False
deb,1,68,False,False,False
deb,1,23,False,False,False
deb,0,84,False,False,False
deb,1,90,False,False,False
git,1,53,True,False,True
git,0,2,False,False,False
git,1,180,True,False,True
git,0,43,True,False,True
git,1,122,False,False,True
git,1,179,True,False,True
git,1,79,True,False,True
git,1,57,False,False,True
git,1,8,False,False,False
git,1,124,True,True,True
git,0,13,False,False,False
git,0,1,True,False,False
git,0,100,False,False,False
pypi,1,96,False,False,False
pypi,1,36,False,False,False
pypi,0,29,False,False,False
pypi,0,52,False,False,False
pypi,1,53,False,False,False
pypi,1,39,False,False,False
pypi,1,51,False,False,False
pypi,1,22,False,False,False
pypi,1,59,False,False,False
pypi,0,167,False,False,False
pypi,0,43,False,False,False
deb,0,63,False,False,False
deb,1,91,False,False,False
deb,0,55,False,False,False
deb,1,45,False,False,False
deb,1,81,False,False,False
deb,0,63,False,False,False
deb,0,120,False,False,False
deb,1,75,False,False,False
deb,1,88,False,False,False
deb,1,92,False,False,False
deb,1,38,False,False,False
deb,1,86,False,False,False
deb,1,110,False,False,False
deb,1,91,False,False,False
deb,1,40,False,False,False
deb,0,47,False,False,False
deb,0,61,False,False,False
deb,1,57,False,False,False
deb,1,97,False,False,False
deb,1,31,False,False,False
deb,0,65,False,False,False
deb,1,87,False,False,False
deb,1,41,False,False,False
deb,1,76,False,True,False
deb,1,89,False,False,False
deb,1,41,False,False,False
deb,1,67,False,False,False
deb,1,42,False,False,False
deb,1,39,False,False,False
deb,1,64,False,False,False
deb,1,65,False,False,False
deb,0,45,False,False,False
deb,0,48,False,False,False
deb,0,66,False,False,False
deb,0,30,False,False,False
deb,0,31,False,False,False
deb,1,61,False,False,False
deb,1,41,False,False,False
deb,1,35,False,False,False
deb,1,85,False,False,False
deb,1,62,False,False,False
deb,0,98,False,False,False
deb,1,58,False,False,False
deb,1,1,False,False,False
git,1,59,False,False,True
git,1,124,True,False,True
git,0,60,False,True,True
git,1,13,True,False,True
git,1,39,True,False,True
git,1,19,True,False,True
git,1,44,False,False,True
git,1,10,False,False,False
git,1,52,False,False,False
git,1,51,False,False,True
git,0,47,False,False,True
git,1,34,False,False,True
git,1,136,False,False,True
git,1,88,False,True,True
git,1,36,False,False,True
git,1,4,False,False,False
git,1,47,False,True,True
git,1,84,False,False,True
git,1,64,True,False,True
git,1,101,False,True,True
git,1,13,True,True,True
git,1,3,False,False,False
git,1,94,False,False,True
git,0,3,False,False,False
pypi,1,62,False,False,False
pypi,1,73,False,False,False
pypi,1,41,False,False,False
pypi,1,71,False,False,False
pypi,1,80,False,False,False
pypi,0,33,False,False,False
pypi,0,28,False,False,False
pypi,0,4,False,False,False
pypi,0,16,False,False,False
pypi,0,14,False,False,False
pypi,1,26,False,False,False
pypi,1,72,False,True,False
pypi,0,69,False,False,False
pypi,0,82,False,False,False
pypi,0,36,False,False,False
pypi,1,59,False,True,False
pypi,1,13,False,True,False
pypi,0,96,False,False,False
pypi,1,80,False,False,False
pypi,1,36,False,False,False
pypi,1,70,False,False,False
pypi,1,13,False,False,False
pypi,1,96,False,False,False
pypi,0,95,False,False,False
pypi,1,4,False,False,False
pypi,1,43,False,False,False
pypi,1,122,False,False,False
pypi,0,152,False,False,False
pypi,1,23,False,False,False
pypi,0,44,False,False,False
pypi,1,69,False,False,False
pypi,1,33,False,False,False
pypi,0,130,False,False,False
pypi,0,130,False,True,False
pypi,1,24,False,False,False
pypi,0,1,False,False,False
pypi,1,11,False,False,False
pypi,1,15,False,False,False
pypi,1,87,False,False,False
pypi,1,72,False,False,False
pypi,1,97,False,False,False
deb,0,16,False,False,False
git,1,84,True,False,True
git,1,44,True,False,True
git,1,127,False,False,True
git,1,135,False,False,True
git,0,27,False,False,False
git,1,123,False,False,True
git,1,60,False,True,True
git,1,29,False,False,True
git,0,101,False,False,False
pypi,0,27,False,False,False
pypi,0,19,False,False,False
pypi,1,65,False,False,False
pypi,1,90,False,True,False
deb,1,90,False,False,False
deb,1,64,False,False,False
deb,1,59,False,False,False
deb,1,61,False,False,False
deb,0,84,False,False,False
deb,1,22,False,False,False
deb,1,63,False,False,False
deb,1,49,False,False,False
deb,1,40,False,False,False
deb,0,46,False,True,False
deb,1,61,False,False,False
deb,1,90,False,False,False
deb,0,53,False,False,False
deb,0,53,False,False,False
deb,1,41,False,False,False
deb,1,65,False,False,False
deb,0,41,False,False,False
deb,1,27,False,False,False
deb,1,61,False,False,False
deb,1,32,False,False,False
deb,1,92,False,False,False
git,1,30,False,False,False
git,0,7,False,False,False
git,1,96,False,True,True
git,1,54,True,False,True
git,1,2,False,False,False
git,0,43,False,False,True
git,1,48,False,False,True
git,1,59,False,False,True
git,0,18,False,False,False
git,0,23,False,False,False
git,0,2,False,False,False
git,0,67,False,False,True
git,1,52,False,False,True
git,1,180,True,False,True
git,1,66,False,False,True
git,1,68,False,True,True
git,1,10,False,False,False
git,0,27,False,False,False
git,0,7,False,False,False
git,1,8,False,False,False
git,0,1,True,False,False
git,1,56,False,False,False
git,0,1,True,False,False
git,0,79,False,False,False
pypi,1,147,False,False,False
pypi,1,142,False,False,False
pypi,1,46,False,False,False
pypi,1,52,False,False,False
pypi,0,23,False,False,False
pypi,1,84,False,True,False
pypi,1,94,False,False,False
pypi,1,84,False,False,False
pypi,0,32,False,False,False
pypi,1,56,False,False,False
pypi,1,76,False,False,False
pypi,1,85,False,False,False
pypi,1,57,False,True,False
pypi,1,74,False,False,False
pypi,1,97,False,False,False
pypi,1,39,False,False,False
deb,0,92,False,False,False
deb,1,7,False,False,False
deb,1,119,False,False,False
deb,1,72,False,False,False
deb,1,1,False,False,False
deb,1,59,False,False,False
deb,1,106,False,False,False
deb,1,55,False,False,False
deb,1,50,False,False,False
deb,0,22,False,False,False
deb,1,73,False,False,False
deb,1,90,False,True,False
deb,1,96,False,True,False
deb,0,87,False,False,False
deb,1,67,False,False,False
deb,1,89,False,False,False
deb,0,46,False,False,False
deb,0,41,False,False,False
deb,1,49,False,False,False
deb,1,43,False,False,False
deb,0,39,False,False,False
deb,1,76,False,False,False
deb,1,93,False,False,False
deb,1,58,False,False,False
deb,1,58,False,False,False
git,1,50,True,False,True
git,1,41,True,True,True
git,1,126,False,True,True
git,0,85,True,False,True
git,1,56,True,False,True
git,1,93,False,False,True
git,0,55,False,False,True
git,1,30,False,False,True
git,0,19,True,False,True
git,1,18,True,False,False
git,1,85,False,False,True
git,1,66,False,False,True
git,0,11,False,False,False
git,1,7,False,False,False
git,1,19,False,False,True
git,0,11,False,False,False
git,0,26,False,False,True
git,0,117,False,False,True
git,0,50,False,False,True
git,1,115,False,False,True
git,1,43,False,False,False
git,0,47,False,False,False
git,0,34,False,False,False
git,1,132,True,False,True
git,0,30,False,False,False
pypi,0,79,False,False,False
pypi,1,22,False,False,False
pypi,1,72,False,False,False
pypi,1,21,False,False,False
pypi,0,24,False,False,False
pypi,0,37,False,False,False
pypi,1,62,False,True,False
pypi,1,27,False,False,False
pypi,1,60,False,False,False
pypi,0,119,False,False,False
pypi,0,55,False,False,False
pypi,1,10,False,False,False
pypi,1,125,False,False,False
pypi,0,25,False,False,False
pypi,1,26,False,False,False
pypi,0,79,False,False,False
pypi,1,65,False,False,False
pypi,1,154,False,False,False
pypi,1,128,False,False,False
pypi,1,25,False,False,False
pypi,1,138,False,False,False
pypi,0,90,False,False,False
pypi,1,85,False,False,False
pypi,1,9,False,False,False
pypi,1,2,False,False,False
pypi,1,140,False,True,False
pypi,1,62,False,False,False
pypi,1,16,False,False,False
deb,1,63,False,True,False
deb,1,91,False,False,False
deb,1,59,False,True,False
deb,1,52,False,False,False
deb,0,58,False,False,False
deb,1,86,False,False,False
deb,1,62,False,False,False
deb,1,1,False,False,False
deb,0,44,False,False,False
deb,1,41,False,False,False
deb,0,104,False,False,False
deb,1,41,False,False,False
deb,1,80,False,False,False
deb,0,65,False,False,False
deb,1,95,False,False,False
deb,0,50,False,False,False
deb,0,35,False,False,False
deb,0,61,False,False,False
deb,0,75,False,False,False
deb,1,74,False,True,False
deb,0,73,False,False,False
deb,1,63,False,False,False
deb,0,102,False,False,False
deb,1,85,False,False,False
deb,1,58,False,False,False
deb,0,105,False,False,False
deb,0,90,False,False,False
deb,0,126,False,False,False
deb,1,29,False,True,False
git,0,3,True,False,True
git,0,100,True,False,True
git,1,129,False,True,True
git,0,56,False,False,True
git,1,64,True,False,True
git,1,171,False,False,True
git,1,138,True,False,True
git,1,126,True,True,True
git,1,100,False,True,True
git,1,104,False,False,True
git,1,31,False,False,True
git,1,27,False,False,False
git,1,6,False,False,False
git,0,120,False,False,True
git,0,26,False,False,False
git,1,57,True,True,True
git,0,27,False,False,False
git,1,172,True,False,True
git,1,31,True,False,True
git,1,76,False,False,True
git,0,21,True,False,True
git,0,178,False,False,False
git,0,90,False,False,True
git,1,43,False,False,False
git,1,92,False,False,True
git,1,83,True,True,True
git,0,63,False,False,True
git,1,9,False,False,False
git,0,8,False,False,False
git,1,17,True,False,True
git,0,96,False,False,True
git,1,33,False,False,True
git,0,14,False,False,False
git,1,26,True,False,False
git,0,6,False,False,False
git,0,27,False,False,False
git,1,57,False,False,True
git,0,138,False,False,True
pypi,0,124,False,False,False
pypi,1,55,False,False,False
pypi,1,142,False,False,False
pypi,1,24,False,False,False
pypi,1,32,False,False,False
pypi,1,100,False,True,False
pypi,1,10,False,False,False
pypi,1,5,False,False,False
pypi,1,29,False,False,False
pypi,1,16,False,False,False
pypi,1,117,False,False,False
pypi,0,122,False,False,False
pypi,1,57,False,False,False
pypi,0,119,False,True,False
pypi,1,54,False,False,False
pypi,1,110,False,False,False
pypi,1,52,False,False,False
pypi,0,48,False,False,False
pypi,1,67,False,False,False
pypi,1,59,False,False,False
pypi,1,45,False,False,False
pypi,0,95,False,False,False
pypi,1,47,False,False,False
pypi,0,55,False,False,False
pypi,1,67,False,False,False
pypi,1,104,False,False,False
pypi,1,73,False,False,False
pypi,1,110,False,False,False
pypi,1,90,False,False,False
pypi,0,1,False,False,False
pypi,0,23,False,False,False
pypi,1,89,False,True,False
pypi,1,50,False,False,False
pypi,0,33,False,False,False
pypi,1,75,False,False,False
pypi,0,100,False,False,False
pypi,0,72,False,True,False
deb,0,62,False,False,False
deb,0,52,False,False,False
git,1,47,False,False,False
git,1,22,False,False,False
git,1,155,True,False,True
git,1,138,True,False,True
git,1,19,False,False,False
pypi,1,12,False,False,False
pypi,0,89,False,False,False
deb,0,75,False,False,False
deb,1,39,False,False,False
deb,1,40,False,False,False
deb,1,61,False,False,False
deb,1,85,False,False,False
deb,1,110,False,False,False
deb,0,93,False,False,False
deb,0,92,False,False,False
deb,1,67,False,False,False
deb,1,73,False,False,False
deb,0,30,False,False,False
deb,0,51,False,False,False
deb,1,83,False,False,False
deb,1,85,False,False,False
deb,1,58,False,False,False
deb,1,100,False,False,False
git,0,13,False,False,False
git,1,79,False,False,False
git,1,47,False,False,True
git,1,60,True,False,True
git,0,5,False,False,False
git,1,64,True,True,True
git,0,1,True,False,False
git,0,23,False,False,False
git,1,1,True,False,False
git,0,44,True,False,True
git,1,45,True,False,True
git,0,23,True,False,True
git,1,97,True,False,True
git,1,17,True,False,True
git,1,91,False,True,True
git,0,17,False,False,True
git,1,154,False,False,True
git,1,138,False,False,True
git,1,2,False,False,False
git,0,10,False,False,False
git,0,1,True,False,False
pypi,1,111,False,False,False
pypi,0,70,False,False,False
pypi,0,53,False,False,False
pypi,1,22,False,False,False
pypi,1,38,False,False,False
pypi,1,21,False,False,False
pypi,0,52,False,False,False
pypi,0,20,False,False,False
pypi,1,21,False,False,False
pypi,1,34,False,False,False
pypi,1,48,False,False,False
pypi,1,37,False,False,False
pypi,1,39,False,False,False
pypi,1,3,False,False,False
pypi,1,97,False,False,False
pypi,0,110,False,False,False
pypi,1,130,False,False,False
pypi,1,18,False,False,False
pypi,1,113,False,True,False
pypi,0,10,False,False,False
pypi,1,17,False,True,False
pypi,1,1,False,False,False
pypi,1,74,False,False,False
pypi,1,14,False,False,False
deb,1,68,False,False,False
deb,1,70,False,False,False
deb,0,44,False,True,False
deb,1,15,False,True,False
deb,0,91,False,False,False
deb,1,73,False,False,False
deb,1,36,False,False,False
deb,0,68,False,False,False
deb,1,1,False,True,False
deb,1,38,False,False,False
deb,1,62,False,False,False
deb,0,37,False,False,False
deb,1,60,False,False,False
deb,0,116,False,False,False
deb,0,62,False,False,False
deb,1,23,False,True,False
deb,1,58,False,False,False
deb,1,90,False,False,False
git,0,6,False,False,False
git,1,99,False,False,True
git,1,61,True,False,True
git,1,9,False,False,False
git,1,21,False,False,True
git,1,5,False,False,False
git,1,111,True,False,True
git,1,77,True,False,True
git,1,123,False,True,True
git,1,16,False,False,False
git,0,73,False,False,True
git,1,13,True,False,True
git,1,3,True,False,False
git,1,60,False,False,True
git,0,28,False,False,False
git,1,174,True,True,True
git,1,135,False,False,True
git,1,1,True,False,False
git,1,16,False,False,False
git,0,32,False,False,True
git,1,115,False,False,True
git,0,1,True,False,False
git,1,21,False,False,True
git,0,25,False,False,True
git,1,32,False,False,True
git,0,34,False,False,False
git,0,20,False,False,False
